,addr1,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,mlevel,modifiedtime,readcount,sigungucode,tel,title,zipcode,addr2
1599,제주특별자치도 제주시 애월읍 애월해안로 516-7,39,A02,A0207,A02070200,2634635,15,20191111103442,http://tong.visitkorea.or.kr/cms/resource/26/2634626_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2634626_image2_1.jpg,126.3592296033,33.4773135604,6.0,20191223175305,0,4.0,064-799-7578,한-러 수교 30주년 기념 디지털 아트 동화 특별전 2019,63047,
1600,부산광역시 해운대구 좌동로 162,6.0,A02,A0208,A02081300,2604959,15,20190603163245,http://tong.visitkorea.or.kr/cms/resource/61/2604961_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2604961_image2_1.jpg,129.1798112336,35.1782392356,6.0,20190603165537,0,16.0,051-775-2026,한-아세안 애니메이션&어린이 영화상영회 2019,48108,(좌동)
1601,부산광역시 부산진구 전포대로209번길 26,6.0,A02,A0207,A02070200,2631933,15,20191030171441,http://tong.visitkorea.or.kr/cms/resource/32/2631932_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2631932_image2_1.jpg,129.0629164444,35.1564006288,6.0,20191118131308,0,7.0,051-501-6050,한·아세안 푸드 스트리트 2019,47293,
1602,서울특별시 서초구 신반포로11길 40,1.0,A02,A0207,A02070200,1269314,15,20110503103055,http://tong.visitkorea.or.kr/cms/resource/59/2622359_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2622359_image2_1.jpg,126.9899327466,37.5079779213,6.0,20191002100112,59381,15.0,02-3780-0777,한강 서래섬 메밀꽃축제 2019,06500,
1603,서울특별시 서초구 신반포로11길 40,1.0,A02,A0207,A02070200,2392398,15,20160712142226,http://tong.visitkorea.or.kr/cms/resource/50/2392650_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2392650_image2_1.jpg,126.9926825046,37.5076780054,6.0,20180813101437,5237,15.0,02-3780-0625,한강 파이어댄싱 페스티벌 2018,06500,(반포동)
1604,서울특별시 영등포구 여의동로 330,1.0,A02,A0208,A02081300,2564956,15,20181101163257,http://tong.visitkorea.or.kr/cms/resource/55/2564955_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/2564955_image2_1.jpg,126.9335762510,37.5263247807,6.0,20181101174957,589,20.0,02-2231-2011,한강 환경보전 '줍깅' 캠페인 2018,07337,(여의도동)
1605,서울특별시 영등포구 여의동로 280,1.0,A02,A0207,A02070200,2497537,15,20170623131215,http://tong.visitkorea.or.kr/cms/resource/59/2600259_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2600259_image2_1.jpg,126.9368897969,37.5277830039,6.0,20190620162051,35308,20.0,070-4705-2008,한강나이트워크42K 2019,07337,(여의도동)
1606,서울특별시 여의도한강공원 등,1.0,A02,A0207,A02070200,2016706,15,20150714150841,http://tong.visitkorea.or.kr/cms/resource/79/2549879_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2549879_image2_1.jpg,126.9335762510,37.5263247807,6.0,20190627111945,153077,20.0,02-120,한강몽땅 여름축제 2019,07337,
1607,서울특별시 영등포구 여의도동 여의도 한강공원 멀티플라자,,A02,A0208,A02081300,2611120,15,20190715111120,http://tong.visitkorea.or.kr/cms/resource/19/2611119_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/19/2611119_image2_1.png,126.9242325153,37.5313906915,6.0,20190715112038,0,,02-6462-9816,한강자전거한바퀴 2019,,
1608,경기도 고양시 덕양구 행주외동 500 행주산성 역사공원,31.0,A02,A0207,A02070200,2617787,15,20190906111827,http://tong.visitkorea.or.kr/cms/resource/63/2640563_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2640563_image2_1.jpg,126.8078493512,37.6063771172,6.0,20191212160017,0,2.0,031-8075-3404,한강하구 평화이야기 겨울 프로그램 2019,10440,
1609,서울특별시 송파구 충민로 66,1.0,A02,A0208,A02081300,1799084,15,20130308102021,,,127.1249713174,37.4776699781,6.0,20181012080055,10638,18.0,02-2274-7077,한국국제걷기대회 2018,05838,
1610,서울특별시 강남구 영동대로 513,1.0,A02,A0207,A02070200,622888,15,20080911104541,http://tong.visitkorea.or.kr/cms/resource/99/565999_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/565999_image3_1.jpg,127.0591318945,37.5118092746,6.0,20191015094307,22898,1.0,02-766-3702~4,한국국제아트페어 2019,06164,(삼성동)
1611,서울특별시 송파구 삼학사로 136,1.0,A02,A0207,A02070200,140880,15,20050831000000,http://tong.visitkorea.or.kr/cms/resource/04/2552704_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/2552704_image2_1.jpg,127.0980145286,37.5096380038,6.0,20191004152522,15554,18.0,02-580-3283,한국민속예술축제 및 전국청소년민속예술제 2019,05608,(잠실동)
1612,경기도 용인시 기흥구 민속촌로 90,31.0,A02,A0207,A02070200,2597410,15,20190416170554,http://tong.visitkorea.or.kr/cms/resource/51/2552851_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/51/2552851_image2_1.bmp,127.1184335446,37.2622253857,6.0,20190911093921,51,23.0,031-288-2933,한국민속촌 가을축제 '신묘한 마을' 2019,17075,(보라동)
1613,경기도 용인시 기흥구 민속촌로 90,31.0,A02,A0208,A02081300,1987416,15,20150205132707,http://tong.visitkorea.or.kr/cms/resource/53/2589753_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2589753_image2_1.jpg,127.1205445440,37.2593868634,6.0,20190131104718,17143,23.0,031-288-0000,"한국민속촌 새확행(새해, 한국민속촌에서 확실한 행복) 2019",17075,
1614,경기도 용인시 기흥구 민속촌로 90,31.0,A02,A0208,A02081300,1814263,15,20130529133254,http://tong.visitkorea.or.kr/cms/resource/64/2008964_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/64/2008964_image2_1.JPG,127.1205445440,37.2593868634,6.0,20190604180026,9578,23.0,"031-288-0000, 2933",한국민속촌 양기철철 단오 2019,17075,(보라동)
1615,경기도 용인시 기흥구 민속촌로 90,31.0,A02,A0207,A02070200,1697656,15,20120821175816,http://tong.visitkorea.or.kr/cms/resource/54/2541654_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2541654_image2_1.jpg,127.1205445440,37.2593868634,6.0,20190404165630,53533,23.0,031-288-2933,한국민속촌 웰컴투조선 2019,17075,
1616,경기도 용인시 기흥구 민속촌로 90,31.0,A02,A0207,A02070200,1695807,15,20120820115224,http://tong.visitkorea.or.kr/cms/resource/74/2552574_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2552574_image2_1.jpg,127.1205445440,37.2593868634,6.0,20190704175601,50122,23.0,031-288-0000,한국민속촌 조선하지로다 2019,17075,
1617,경기도 용인시 기흥구 민속촌로 90,31.0,A02,A0208,A02081300,1725183,15,20120925161516,http://tong.visitkorea.or.kr/cms/resource/43/2560743_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/43/2560743_image2_1.JPG,127.1205445440,37.2593868634,6.0,20190911163716,27863,23.0,031-288-0000,한국민속촌 한가위 좋을씨고 2019,17075,(보라동)
1618,경기도 용인시 기흥구 민속촌로 90,31.0,A02,A0207,A02070200,2609968,15,20190708133444,http://tong.visitkorea.or.kr/cms/resource/66/2609966_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2609966_image2_1.jpg,127.1205723175,37.2594535228,6.0,20190708133444,0,23.0,031-288-2933,한국민속촌 '그해 시골 여름' 2019,17075,(보라동)
1619,경기도 용인시 기흥구 민속촌로 90,31.0,A02,A0207,A02070200,2612919,15,20190724175142,http://tong.visitkorea.or.kr/cms/resource/17/2612917_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2612917_image2_1.jpg,127.1205723175,37.2594535228,6.0,20190729161327,0,23.0,031-288-2933,한국민속촌 '달빛을 더하다' 2019,17075,(보라동)
1620,경기도 용인시 기흥구 민속촌로 90,31.0,A02,A0208,A02081300,2585126,15,20190104112346,http://tong.visitkorea.or.kr/cms/resource/16/2585116_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2585116_image2_1.jpg,127.1205445440,37.2593868634,6.0,20191216171930,64,23.0,031-288-0000,한국민속촌 '설원의 사냥꾼' 2020,17075,(보라동)
1621,경기도 용인시 기흥구 민속촌로 90,31.0,A02,A0208,A02081300,1556103,15,20120220114055,http://tong.visitkorea.or.kr/cms/resource/39/2638739_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2638739_image2_1.jpg,127.1205445440,37.2593868634,6.0,20191127134040,42875,23.0,031-288-2933,한국민속촌 '추억의 그때 그 놀이' 2020,17075,
1622,서울특별시 종로구 세종대로 175,1.0,A02,A0208,A02080500,1565325,15,20120309171554,,,126.9768376800,37.5721757834,6.0,20190415111649,16618,23.0,0505-300-5117,한국보도사진전 2019,03172,(세종로)
1623,서울특별시 서초구 강남대로 27,1.0,A02,A0208,A02080600,292816,15,20050310113901,http://tong.visitkorea.or.kr/cms/resource/15/2546015_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2546015_image2_1.jpg,127.0387710802,37.4686111452,6.0,20190426141040,24153,15.0,02-737-2210,한국음식관광박람회 2019,06774,(양재동)
1624,전라북도 전주시 완산구 현무1길 20,37.0,A02,A0208,A02081300,2566075,15,20181116130751,http://tong.visitkorea.or.kr/cms/resource/45/2633645_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/2633645_image2_1.jpg,127.1482366005,35.8205552500,6.0,20191107141754,58,12.0,063-281-1500,한국전통문화전당 주간 '전통으로 通(통)하다' 2019,55000,(경원동3가)
1625,서울특별시 중구 세종대로 124,1.0,A02,A0207,A02070200,2505285,15,20170901095009,http://tong.visitkorea.or.kr/cms/resource/51/2551951_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2551951_image2_1.jpg,126.9778599422,37.5674402409,6.0,20190826104212,3289,24.0,02-6331-6660,한국중고자동차페스티벌 2020,04520,
1626,강원도 원주시 봉화로 1,32.0,A02,A0207,A02070200,2610057,15,20190708165042,http://tong.visitkorea.or.kr/cms/resource/54/2610054_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2610054_image2_1.jpg,127.9276662841,37.3457304990,6.0,20190930113547,0,9.0,033-765-3704,한국청소년축제 2019,26437,(단계동)
1627,서울특별시 용산구 서빙고로 139 국립한글박물관,1.0,A02,A0207,A02070200,2622382,15,20191002100412,http://tong.visitkorea.or.kr/cms/resource/80/2622380_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2622380_image2_1.jpg,126.9809331917,37.5212345536,6.0,20191002100412,0,21.0,02-2124-6291,한글가족축제 2019,04383,
1628,울산광역시 중구 문화의거리 일원,7.0,A02,A0207,A02070200,1849463,15,20131007154242,http://tong.visitkorea.or.kr/cms/resource/25/2621425_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2621425_image2_1.jpg,129.3209995277,35.5558606156,6.0,20191030093622,11131,1.0,052-716-5007,한글문화예술제 2019,44529,
1629,서울특별시 종로구 세종대로 지하 172,1.0,A02,A0207,A02070200,2425449,15,20160927140434,,,126.9769709861,37.5727035021,6.0,20190927154619,9374,23.0,02-537-8190,한글문화큰잔치 2019,03154,(세종로)
1630,제주특별자치도 서귀포시 남원읍 서성로 788,39.0,A02,A0207,A02070200,527505,15,20080331163650,http://tong.visitkorea.or.kr/cms/resource/68/1627868_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/1627868_image2_1.jpg,126.6773969696,33.3300682297,6.0,20190419153911,29729,3.0,"760-4181~2, 4126",한라산 청정 고사리 축제 2019,63614,(남원읍)
1631,경상남도 통영시 통영해안로 328,36.0,A02,A0207,A02070200,1570136,15,20120319163058,http://tong.visitkorea.or.kr/cms/resource/85/2591285_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/85/2591285_image2_1.JPG,128.4241721001,34.8438295639,6.0,20190307173521,38169,17.0,055-645-4513~4,한려수도 굴축제 2019,53053,
1632,제주특별자치도 제주시 한림읍 한림로 300,39.0,A02,A0207,A02070200,1748753,15,20121106162131,http://tong.visitkorea.or.kr/cms/resource/57/2633657_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2633657_image2_1.jpg,126.2381087692,33.3897241270,6.0,20191111130628,10754,4.0,064-796-0001,한림공원 국화축제 2019,63011,
1633,제주특별자치도 제주시 한림읍 한림로 300,39.0,A02,A0207,A02070200,2561340,15,20180927091442,http://tong.visitkorea.or.kr/cms/resource/52/2620752_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2620752_image2_1.jpg,126.2397419496,33.3902018773,6.0,20190923165108,711,4.0,064-796-0001,한림공원 꽃무릇축제 2019,63011,
1634,제주특별자치도 제주시 한림읍 한림로 300,39.0,A02,A0207,A02070200,1796668,15,20130220162036,http://tong.visitkorea.or.kr/cms/resource/59/2589759_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2589759_image2_1.jpg,126.2397419496,33.3902018773,6.0,20190227155844,11720,4.0,한림공원 064-796-0001~4,한림공원 매화축제 2019,63011,
1635,제주특별자치도 제주시 한림읍 한림로 300,39.0,A02,A0207,A02070200,2549876,15,20180604144114,http://tong.visitkorea.or.kr/cms/resource/71/2549871_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2549871_image2_1.jpg,126.2397419496,33.3902018773,6.0,20190523160142,1109,4.0,064-796-0001,한림공원 부겐빌레아 꽃축제 2019,63011,
1636,제주특별자치도 제주시 한림읍 한림로 300,39.0,A02,A0207,A02070200,1821531,15,20130620092056,http://tong.visitkorea.or.kr/cms/resource/95/2010095_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2010095_image2_1.jpg,126.2397419496,33.3902018773,6.0,20190619152015,21384,4.0,064-796-0001,한림공원 수국축제 2019,63011,(한림읍)
1637,제주특별자치도 제주시 한림읍 한림로 300,39.0,A02,A0207,A02070200,1883830,15,20140110093540,http://tong.visitkorea.or.kr/cms/resource/91/2584991_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2584991_image2_1.jpg,126.2381087692,33.3897241270,6.0,20190103164251,8890,4.0,064-796-0001,한림공원 수선화축제 2019,63011,(한림읍)
1638,제주특별자치도 제주시 한림읍 한림로 300,39.0,A02,A0207,A02070200,1576865,15,20120323152422,http://tong.visitkorea.or.kr/cms/resource/42/218742_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/218742_image3_1.jpg,126.2381087692,33.3897241270,6.0,20190411131322,44221,4.0,064-796-0001,한림공원 튤립축제 2019,63011,(한림읍)
1639,서울특별시 마포구 월드컵로 240,1.0,A02,A0207,A02070200,2425907,15,20160927162958,http://tong.visitkorea.or.kr/cms/resource/29/2622229_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/2622229_image2_1.jpg,126.8990115045,37.5699440931,6.0,20191001172816,7228,13.0,070-5056-5253,한마음 걷기축제 2019,03932,
1640,서울특별시 광진구 강변북로 139,1.0,A02,A0208,A02081300,2490805,15,20170424141201,http://tong.visitkorea.or.kr/cms/resource/95/2539895_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/95/2539895_image2_1.JPG,127.0739744904,37.5293380619,6.0,20190404173311,4531,6.0,1899-9988,한마음 치매극복 전국걷기행사 2019,05097,
1641,경기도 평택시 팽성읍 안정로 3,31.0,A02,A0207,A02070200,2604947,15,20190603155004,http://tong.visitkorea.or.kr/cms/resource/46/2604946_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2604946_image2_1.jpg,127.0430543005,36.9609782993,6.0,20190603155252,0,28.0,031-692-4302,한미 어울림 축제 2019,17983,
1642,경기도 평택시 신장로 124,31.0,A02,A0207,A02070200,2505637,15,20170905161001,http://tong.visitkorea.or.kr/cms/resource/35/2505635_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2505635_image2_1.jpg,127.0518000507,37.0860778996,6.0,20190905170726,2122,28.0,031-667-2353,한미친선 문화한마당 2019,17752,(신장동)
1643,울산광역시 중구 내오산로 67,7.0,A02,A0207,A02070200,2490032,15,20170414101748,http://tong.visitkorea.or.kr/cms/resource/98/2600998_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/2600998_image2_1.jpg,129.2830667988,35.5533046338,6.0,20190507154929,5714,1.0,010-5053-0062,한복입은 봄 페스티벌 2019,44439,(태화동)
1644,충청남도 서천군 한산면 충절로1173번길 22,34.0,A02,A0207,A02070200,2419016,15,20160920134438,http://tong.visitkorea.or.kr/cms/resource/97/2418997_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2418997_image2_1.jpg,126.8050603202,36.0848191893,6.0,20191017161354,9197,8.0,041-950-6889,한산소곡주 축제 2019,33624,
1645,서울특별시 송파구 올림픽로 424,1.0,A02,A0207,A02070200,507531,15,20080310110611,http://tong.visitkorea.or.kr/cms/resource/23/2549423_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/2549423_image2_1.jpg,127.1224425827,37.5194456386,6.0,20190425145720,61898,18.0,02-2147-2800,한성백제문화제 2019,05540,(방이동)
1646,서울 종로구 종로6가 70 흥인지문공원,1.0,A02,A0207,A02070200,1948539,15,20140917092507,http://tong.visitkorea.or.kr/cms/resource/17/2617817_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2617817_image2_1.jpg,127.0088930863,37.5723763357,6.0,20190906162259,10749,23.0,070-7462-1109,한양도성문화제 2019,04340,
1647,충청남도 아산시 신정로 616,34.0,A02,A0207,A02070200,1689321,15,20120809132411,http://tong.visitkorea.or.kr/cms/resource/90/2499290_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2499290_image2_1.jpg,126.9839592682,36.7715352005,6.0,20190723093123,20476,9.0,041-534-2634,한여름 밤의 신정호 별빛축제 2019,31564,(방축동)
1648,경상북도 상주시 도남2길 137,35.0,A02,A0207,A02070200,2552425,15,20180702163245,http://tong.visitkorea.or.kr/cms/resource/26/2609526_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2609526_image2_1.jpg,128.2554321902,36.4456093881,6.0,20190724151440,721,9.0,054-530-0771,한여름밤의 축제 '자원관이 살아있다' 2019,37242,
1649,서울특별시 강남구 영동대로 513,1.0,A02,A0207,A02070200,1066064,15,20100729111821,http://tong.visitkorea.or.kr/cms/resource/30/2502830_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2502830_image2_1.jpg,127.0591874466,37.5117592813,6.0,20190514104531,22898,1.0,02-702-7775,한일축제한마당 in Seoul 2019,06164,
1650,경기도 용인시 처인구 백암면 한택로 2,31.0,A02,A0207,A02070200,1997917,15,20150416183008,http://tong.visitkorea.or.kr/cms/resource/77/2539777_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2539777_image2_1.jpg,127.4097674681,37.0940611782,6.0,20190418113420,20489,23.0,031-333-3558,한택식물원 봄꽃페스티벌 2019,17183,
1651,서울특별시 영등포구 여의동로 330,1.0,A02,A0207,A02070200,631268,15,20081002102347,http://tong.visitkorea.or.kr/cms/resource/69/2619669_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2619669_image2_1.jpg,126.9335762510,37.5263247807,6.0,20190927102934,882300,20.0,02-120,한화와 함께하는 서울세계불꽃축제 2019,07337,
1652,인천광역시 남동구 무네미로 236,2.0,A02,A0207,A02070200,2540900,15,20180328105829,http://tong.visitkorea.or.kr/cms/resource/75/2594875_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/2594875_image2_1.jpg,126.7492727502,37.4576739190,6.0,20190403175827,4471,4.0,032-810-1315~8,함께 걷자 인천 페스타 2019,21533,(장수동)
1653,서울특별시 중구 태평로2가 17-3,1.0,A02,A0208,A02080600,2618595,15,20190911172349,http://tong.visitkorea.or.kr/cms/resource/94/2618594_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2618594_image2_1.jpg,126.9777155697,37.5653988094,6.0,20190911172349,0,24.0,070-4498-8542,함께서울 정책박람회 2019,04533,
1654,경상남도 함안군 함안면 괴산4길 25,36.0,A02,A0207,A02070200,2546261,15,20180509131907,http://tong.visitkorea.or.kr/cms/resource/51/2546251_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2546251_image2_1.jpg,128.4227612968,35.2554278333,6.0,20190509173241,3218,19.0,055-580-2321,함안 낙화놀이 2019,52051,
1655,경상남도 함안군 가야읍 함안대로 619,36.0,A02,A0207,A02070200,2591383,15,20190308151719,http://tong.visitkorea.or.kr/cms/resource/78/2591378_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/2591378_image2_1.jpg,128.3972072561,35.2823743423,6.0,20190308152348,10,19.0,055-585-9400,함안 아라문화제 2019,52036,
1656,경상남도 함양군 함양읍 필봉산길 49,36.0,A02,A0207,A02070200,563458,15,20080523131437,http://tong.visitkorea.or.kr/cms/resource/48/2590448_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/48/2590448_image2_1.JPG,127.7218713327,35.5237239599,6.0,20190904132600,64083,20.0,"055-960-5194, 055-964-3353",함양 산삼축제 2019,50031,
1657,경상남도 함양군 함양읍 필봉산길 49,36.0,A02,A0207,A02070200,1700093,15,20120823093247,http://tong.visitkorea.or.kr/cms/resource/16/799616_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/799616_image3_1.jpg,127.7197909447,35.5243377429,,20191002164732,11973,20.0,함양군청 문화관광과 055-960-5114,함양 천령문화제 2019,50031,
1658,전라남도 함평군 함평읍 곤재로 27,38.0,A02,A0207,A02070200,507598,15,20080310113502,http://tong.visitkorea.or.kr/cms/resource/08/2591608_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/2591608_image2_1.jpg,126.5222114574,35.0592031554,6.0,20190315101551,129092,22.0,061-320-1784,함평 나비대축제 2019,57143,
1659,강원도 인제군 인제읍 비봉로44번길 100,32.0,A02,A0207,A02070200,1728343,15,20121004124209,http://tong.visitkorea.or.kr/cms/resource/41/1694441_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/1694441_image3_1.jpg,128.1861960411,38.0769783436,6.0,20191007095405,6579,10.0,033-460-2081,합강문화제 2019,24624,(인제읍)
1660,경상남도 합천군 대양면 동부로 39-13,36.0,A02,A0207,A02070200,2497876,15,20170627153832,http://tong.visitkorea.or.kr/cms/resource/07/2553407_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2553407_image2_1.jpg,128.1666978954,35.5569225788,6.0,20190621174238,9958,21.0,055-930-4665~4668,합천 바캉스축제 2019,50239,
1661,경상남도 합천군 가회면 황매산공원길 4,36.0,A02,A0207,A02070200,717124,15,20090407092419,http://tong.visitkorea.or.kr/cms/resource/68/2488968_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/2488968_image2_1.jpg,128.0037698086,35.4818531381,6.0,20190422131523,336878,21.0,"055-930-4753, 4758, 4754",합천 황매산 철쭉제 2019,50226,
1662,경남 합천군 가야면 야천리 996,36.0,A02,A0207,A02070200,2621759,15,20190930103733,http://tong.visitkorea.or.kr/cms/resource/11/2624311_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2624311_image2_1.jpg,128.1357977688,35.7649207179,6.0,20191029144917,0,21.0,055-930-4695,합천기록문화축제 2019,,
1663,전라남도 해남군 해남읍 군청길 4,38.0,A02,A0207,A02070200,1573523,15,20120321173941,,,126.5992608873,34.5735424396,6.0,20191016175614,20586,23.0,061-535-0986,해남 초의문화제 2019,59028,
1664,전라남도 담양군 담양읍 지침1길 6,38.0,A02,A0207,A02070200,2563626,15,20181018153229,http://tong.visitkorea.or.kr/cms/resource/25/2563625_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2563625_image2_1.jpg,126.9837197129,35.3174372751,6.0,20181018153229,276,7.0,홈페이지 문의,해동문화축제 - 예술로 전통을 빚다 2018,57344,
1665,충청남도 서천군 장항읍 성화로 104,34.0,A02,A0207,A02070200,2424055,15,20160926135737,,,126.6945497870,36.0156613064,6.0,20191004151736,5402,8.0,041-950-4256,해랑들랑 어울제 2019,33670,
1666,충청남도 서산시 해미면 남문2로 143,34.0,A02,A0208,A02081300,1802629,15,20130402093755,,,126.5488334661,36.7129065846,6.0,20190418152747,43138,7.0,서산문화원 041-669-5050,해미읍성 전통문화공연 2019,31960,(해미면)
1667,부산광역시 해운대구 중동2로 11,6.0,A02,A0207,A02070200,566822,15,20080529154448,http://tong.visitkorea.or.kr/cms/resource/99/2543399_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2543399_image2_1.jpg,129.1636436090,35.1631933986,6.0,20190424163636,198403,16.0,해운대구 관광문화과 관광축제팀<br>051-749-4061~4,해운대 모래축제 2019,48095,(중동)
1668,부산광역시 해운대구 달맞이길62번길 47,6.0,A02,A0207,A02070200,912229,15,20100104153420,http://tong.visitkorea.or.kr/cms/resource/14/2570414_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2570414_image2_1.jpg,129.1593385668,35.1581299963,6.0,20191121174027,37426,16.0,070-5154-9944~5,해운대 북극곰 축제 (Haeundae Polar Festival) 2020,48098,(중동)
1669,"부산광역시 해운대구 해운대해수욕장, 해운대광장(구남로) 일원",6.0,A02,A0207,A02070200,2048902,15,20151211132001,http://tong.visitkorea.or.kr/cms/resource/09/2637009_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/2637009_image2_1.jpg,129.1610994719,35.1600603681,6.0,20191127132651,72443,16.0,051-749-4061~4,해운대 빛축제 2020,48094,
1670,경상남도 합천군 가야면 해인사길 122,36.0,A02,A0207,A02070200,2376936,15,20160407140315,http://tong.visitkorea.or.kr/cms/resource/27/2376927_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/27/2376927_image2_1.JPG,128.0987889311,35.8015242364,6.0,20190419132109,4236,21.0,055-934-3000,해인사 고려팔만대장경의 날 기념법회 2019,50200,(가야면)
1671,경기도 양평군 개군면 대가울길 31-10,31.0,A02,A0207,A02070200,2599414,15,20190426103409,http://tong.visitkorea.or.kr/cms/resource/17/2599417_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2599417_image2_1.jpg,127.5314656136,37.4551160902,6.0,20190426104336,31,19.0,031-773-2955,해인연등축제 2019,12567,
1672,경기도 남양주시 진접읍 봉선사길 32,31.0,A02,A0207,A02070200,2390991,15,20160701133436,http://tong.visitkorea.or.kr/cms/resource/18/2498218_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2498218_image2_1.jpg,127.1835027466,37.7463953637,6.0,20180627133113,10569,9.0,031-527-1951,행복바라미 봉선사 연꽃축제 2018,12001,
1673,제주특별자치도 서귀포시 안덕면 일주서로2100번길 46,39.0,A02,A0207,A02070200,2578239,15,20181214150159,http://tong.visitkorea.or.kr/cms/resource/16/2592116_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2592116_image2_1.jpg,126.2950512669,33.2548010467,6.0,20190315130722,121,3.0,064-794-0999,향기나는 동백꽃 축제 2019,63527,
1674,충청북도 옥천군 옥천읍 관성로 53,33.0,A02,A0207,A02070200,589338,15,20080718094129,http://tong.visitkorea.or.kr/cms/resource/69/2386169_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/69/2386169_image2_1.JPG,127.5758078243,36.3030716596,6.0,20190725130412,55149,5.0,043-730-3263,향수 옥천 포도 복숭아축제 2019,29039,(옥천읍)
