,addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,mapx,mapy,mlevel,modifiedtime,readcount,sigungucode,tel,title,zipcode,firstimage,firstimage2
3258,충청남도 보령시 해수욕장3길 11-10,,34,B02,B0201,B02010500,1938614,32,20140801103653,126.5198134872,36.3054945913,6.0,20190114170737,12581,5,041-931-5500,한화리조트 대천파로스,33487,,
3259,경기도 포천시 영북면 산정호수로 402,,31,B02,B0201,B02010500,136520,32,20031219000000,127.3143509302,38.0657994142,6.0,20190826131757,55983,29,031-534-5500,한화리조트 산정호수,11103,http://tong.visitkorea.or.kr/cms/resource/04/1786904_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/1786904_image3_1.jpg
3260,강원도 속초시 미시령로2983번길 111,,32,B02,B0201,B02010500,137809,32,20051121000000,128.5288163471,38.2097417044,6.0,20190702164052,31718,5,033-630-5500,한화리조트 설악,24801,http://tong.visitkorea.or.kr/cms/resource/49/1950849_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/1950849_image3_1.jpg
3261,충청북도 충주시 수안보면 수안보로 321-36,,33,B02,B0201,B02010500,136119,32,20040428000000,127.9853670650,36.8495387185,6.0,20190110160440,37224,11,1588-2299<br />043-846-8211,한화리조트 수안보,27497,http://tong.visitkorea.or.kr/cms/resource/84/1338484_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/1338484_image3_1.jpg
3262,경기도 양평군 옥천면 용천로 203,,31,B02,B0201,B02010500,136062,32,20031219000000,127.4934027363,37.5396833682,6.0,20190110095128,40332,19,,한화리조트 양평,12506,,
3263,경기도 용인시 처인구 남사면 봉무로153번길 79,,31,B02,B0201,B02010500,136063,32,20031219000000,127.1442043066,37.1317187192,6.0,20190828152726,34220,23,031-332-1122,한화리조트 용인 베잔송,17119,http://tong.visitkorea.or.kr/cms/resource/02/1942902_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/1942902_image3_1.jpg
3264,제주특별자치도 제주시 명림로 575-107,,39,B02,B0201,B02010500,138195,32,20051118000000,126.6380671275,33.4488572540,6.0,20190830103113,40301,4,064-725-9000,한화리조트 제주,63330,http://tong.visitkorea.or.kr/cms/resource/99/1180899_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/1180899_image3_1.jpg
3265,전라남도 구례군 마산면 화엄사로 464,,38,B02,B0201,B02010500,138362,32,20041130000000,127.4932431294,35.2485788144,6.0,20190114154233,38464,5,061-782-2171,한화리조트 지리산,57616,,
3266,강원도 평창군 봉평면 태기로 228-33,,32,B02,B0201,B02010500,138662,32,20050714000000,128.3316979280,37.5789416837,6.0,20190717101917,29001,15,033-334-6100,한화리조트 평창,25309,http://tong.visitkorea.or.kr/cms/resource/52/1335752_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/1335752_image3_1.jpg
3267,부산광역시 해운대구 마린시티3로 52,,6,B02,B0201,B02010500,137706,32,20040420000000,129.1451010152,35.1544884734,6.0,20190315141439,53283,16,051-749-5500,한화리조트 해운대,48119,http://tong.visitkorea.or.kr/cms/resource/43/1348043_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/1348043_image3_1.jpg
3268,제주특별자치도 제주시 조천읍 조함해안로 488,,39,B02,B0201,B02010700,1882595,32,20140107101006,126.6649015424,33.5427778482,6.0,20190718141925,9237,4,064-782-1700,함덕삼다펜션,63333,,
3269,경상남도 통영시 산양읍 함박길 99,,36,B02,B0201,B02011000,2580878,32,20181220132301,128.3415683361,34.8380926213,,20190118102401,26,17,"055-649-6846 , 010-3584-2087",함박민박,53080,,
3270,경상남도 함양군 지곡면 개평길 50-13,,36,B02,B0201,B02011600,2046948,32,20151208094247,127.7682716604,35.5664560579,6.0,20190819152507,7756,20,"055-962-7077, 010-6395-5111",함양일두고택[한국관광 품질인증/Korea Quality],50018,http://tong.visitkorea.or.kr/cms/resource/28/2579128_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2579128_image3_1.jpg
3271,충청남도 당진시 합덕읍 합덕성당2길 12,,34,B02,B0201,B02010600,1897870,32,20140127102515,126.7844878050,36.7928514662,6.0,20181220150442,6191,4,,합덕 유스호스텔(성가정 순례자의 집),31812,,
3272,경상남도 합천군 봉산면 노곡2길 176,,36,B02,B0201,B02010700,716231,32,20090403152001,127.9952895603,35.6022060525,6.0,20190308103657,21960,21,055-931-3306,합천 레이크뷰 펜션,50211,,
3273,경상남도 합천군 대병면 신성동길 55-56,,36,B02,B0201,B02010700,1904563,32,20140311133610,128.0058796890,35.5210098645,6.0,20190213160931,3742,21,010-6578-4551,합천호 별바라기펜션,50216,,
3274,경상남도 합천군 대병면 회양관광단지길 61,,36,B02,B0201,B02010700,1904632,32,20140311151049,128.0156009594,35.5245763021,6.0,20190213140121,4531,21,055-931-1638,합천호 스마일펜션,50216,,
3275,경상남도 합천군 대병면 서부로 1905-52,,36,B02,B0201,B02010700,904236,32,20091222144420,128.0144458143,35.5130053659,6.0,20190212172053,26924,21,055-933-2331,합천호 전망좋은펜션,50216,,
3276,경상남도 합천군 대병면 서부로 1982-10,,36,B02,B0201,B02010700,1903807,32,20140307151228,128.0187341072,35.5211878517,6.0,20190213162401,3656,21,055-931-2995,합천호 한우숯불구이펜션,50216,,
3277,경상남도 통영시 동충4길 24,(항남동),36,B02,B0201,B02010800,2580886,32,20181220132353,128.4227834012,34.8412020549,,20190118102418,20,17,055-645-7701,항남장 여관,53054,,
3278,전라북도 군산시 구영7길 69,(신창동),37,B02,B0201,B02010900,2570606,32,20181128132800,126.7104491137,35.9867398806,,20190118140755,25,2,063-445-4151,항도장,54022,,
3279,경상남도 통영시 용남면 해간길 89,,36,B02,B0201,B02010700,2580906,32,20181220133956,128.4691230864,34.8686803656,,20190118102444,18,17,055-648-7887,해간도펜션,53024,,
3280,전라북도 군산시 소룡1길 57,(소룡동),37,B02,B0201,B02010800,2570612,32,20181128133640,126.6768080256,35.9733325032,,20190118140829,15,2,063-465-6131,해금강여관,54012,,
3281,경상남도 거제시 남부면 해금강3길 35,,36,B02,B0201,B02010700,139899,32,20070809000000,128.6749364655,34.7360349877,6.0,20191218112249,28540,1,055-633-1351,해금강하우스,53334,http://tong.visitkorea.or.kr/cms/resource/68/220068_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/220068_image3_1.jpg
3282,충청남도 태안군 남면 진산1길 277-129,,34,B02,B0201,B02010700,708064,32,20090319154414,126.2727470633,36.7231895491,6.0,20190104100543,15723,14,041-675-8114,해나지 펜션,32151,http://tong.visitkorea.or.kr/cms/resource/10/711110_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/711110_image3_1.jpg
3283,전라남도 해남군 해남읍 영빈로 53,,38,B02,B0201,B02010100,2372714,32,20160315101028,126.6061382477,34.5657239857,6.0,20190109092959,5100,23,061-535-9595,해남 남도호텔,59038,http://tong.visitkorea.or.kr/cms/resource/93/2372693_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/93/2372693_image2_1.JPG
3284,전라남도 해남군 북평면 신홍길 108,,38,B02,B0201,B02010700,906953,32,20091224171637,126.6193417908,34.3690045812,6.0,20190405155236,26328,23,010-3393-7820,해남 땅끝바다의향기,59056,http://tong.visitkorea.or.kr/cms/resource/90/1973290_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/1973290_image3_1.jpg
3285,전라남도 해남군 삼산면 대흥사길 88-88,,38,B02,B0201,B02010600,136542,32,20031222000000,126.6274602768,34.4956460842,6.0,20191219093509,24991,23,061-533-0170,해남유스호스텔,59047,http://tong.visitkorea.or.kr/cms/resource/79/1972279_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/1972279_image3_1.jpg
3286,전라북도 부안군 변산면 변산해변로 188,,37,B02,B0201,B02010700,2622716,32,20191002172426,126.4670019357,35.6399530623,,20191114101235,0,6,010-7157-2992,해넘이타운,56338,,
3287,전라북도 부안군 변산면 변산해변로 188,,37,B02,B0201,B02010700,495905,32,20080226174253,126.4670019357,35.6399530623,6.0,20190731105936,27808,6,063-582-7500,해넘이펜션,56338,http://tong.visitkorea.or.kr/cms/resource/60/1158260_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/1158260_image3_1.jpg
3288,인천광역시 강화군 화도면 해안남로 2506-17,,2,B02,B0201,B02010700,949822,32,20100212110758,126.3795990281,37.6276781832,6.0,20190826141055,23740,1,010-9544-8244,해넘이펜션,23061,http://tong.visitkorea.or.kr/cms/resource/76/1581776_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/1581776_image3_1.jpg
3289,경상북도 경주시 불국신택지3길 34,,35,B02,B0201,B02010600,137500,32,20031222000000,129.3250454438,35.7853709603,6.0,20181218155705,31050,2,054-746-0086,해누리유스호스텔,38127,http://tong.visitkorea.or.kr/cms/resource/37/1885837_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/1885837_image3_1.jpg
3290,인천광역시 중구 늘목로 23,(을왕동),2,B02,B0201,B02011100,2624035,32,20191011102908,126.3958579205,37.4525849625,,20191111145106,0,10,"010-4501-3958, 010-9654-3550",해뜨는 집(을왕리 해뜨는집),22384,,
3291,경상남도 통영시 욕지면 욕지일주로 221,,36,B02,B0201,B02011000,2580927,32,20181220134120,128.2739016610,34.6378137982,,20190118102502,13,17,055-641-3566,해뜨는바다,53100,,
3292,경상남도 산청군 금서면 친환경로 2563-3,,36,B02,B0201,B02010700,397826,32,20080118180813,127.8660169830,35.4174885125,6.0,20190409172356,23697,9,055-973-0386,해뜨는아침,52215,,
3293,전라북도 군산시 부곡3길 6,,37,B02,B0201,B02010100,1632386,32,20120523141649,126.6890488986,35.9616645996,6.0,20191017162130,18061,2,063-468-0707~8,해뜨는언덕 관광호텔,54141,,
3294,제주특별자치도 서귀포시 성산읍 한도로 137,,39,B02,B0201,B02010700,733924,32,20090513165957,126.9225697676,33.4690845981,6.0,20190104100701,21202,3,064-784-8812,해뜨는집 펜션,63639,http://tong.visitkorea.or.kr/cms/resource/50/733350_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/733350_image3_1.jpg
3295,전라남도 강진군 성전면 달빛한옥길 57,,38,B02,B0201,B02011600,2604833,32,20190603101002,126.7158381986,34.7427920209,,20191113091318,0,1,010-9417-7517,해로당,59200,,
3296,강원도 속초시 청봉로6길 12,,32,B02,B0201,B02010900,136248,32,20030624000000,128.5245014148,38.1666577474,6.0,20190218144135,20837,5,033-635-0388,해림모텔,24904,http://tong.visitkorea.or.kr/cms/resource/08/709808_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/709808_image3_1.jpg
3297,경상북도 영덕군 강구면 영덕대게로 313,,35,B02,B0201,B02010700,2011383,32,20150619144316,129.3999440043,36.3748779057,6.0,20190225095726,3867,12,054-733-4978,해림펜션,36453,http://tong.visitkorea.or.kr/cms/resource/55/2011355_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/2011355_image2_1.jpg
3298,경상남도 거제시 일운면 와현로 270,,36,B02,B0201,B02010700,138944,32,20061106000000,128.7141813893,34.7990619951,6.0,20190722173545,35727,1,055-681-1400,해림펜션,53329,http://tong.visitkorea.or.kr/cms/resource/32/1981432_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/1981432_image3_1.jpg
3299,전라남도 해남군 북평면 동해길 108-35,(북평면),38,B02,B0201,B02011600,2049874,32,20151215130611,126.6352248788,34.4373055271,6.0,20190318095726,5971,23,010-2332-6303,해마루 힐링숲 [한국관광 품질인증/Korea Quality],59054,,
3300,강원도 양양군 강현면 해맞이길 72-5,,32,B02,B0201,B02010900,137032,32,20030822000000,128.6339375158,38.1155658147,6.0,20190930134533,20426,7,033-672-0345,해마루모텔,25009,http://tong.visitkorea.or.kr/cms/resource/77/1815077_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/1815077_image3_1.jpg
3301,경상남도 통영시 욕지면 목과길 18-9,,36,B02,B0201,B02011000,2580930,32,20181220135352,128.2601693450,34.6446877884,,20190118102525,63,17,010-2109-6757,해마원 오토캠핑장,53100,,
3302,강원도 속초시 영금정로 34,,32,B02,B0201,B02010900,620771,32,20080908102306,128.6002486698,38.2121705872,6.0,20190308105649,21441,5,033-637-0009,해맞이모텔,24824,http://tong.visitkorea.or.kr/cms/resource/39/1816239_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/1816239_image3_1.jpg
3303,전라남도 여수시 돌산읍 향일암로 70-10,,38,B02,B0201,B02010700,1350829,32,20110804095256,127.8051574928,34.5945132152,6.0,20191025152923,39580,13,061-644-6789,해맞이펜션,59778,,
3304,경상남도 남해군 미조면 미송로 7,,36,B02,B0201,B02010700,1369549,32,20110823170910,128.0432752979,34.7156427127,6.0,20190918104601,47980,5,055-867-0331,해모로펜션,52442,,
3305,서울특별시 마포구 동교로46길 30,"(연남동), 지하1층",1,B02,B0201,B02011100,2605463,32,20190607143733,126.9263870044,37.5622038164,,20190812130723,0,13,010-6234-2101,해밀(더 해밀 게스트하우스),03982,,
3306,서울특별시 마포구 동교로46길 30,(연남동) 1층,1,B02,B0201,B02011100,2605465,32,20190607144415,126.9263870044,37.5622038164,,20191112140549,0,13,010-6234-2101,해밀2(더 해밀 게스트하우스2),03982,,
3307,서울특별시 마포구 동교로46길 30,"(연남동), 2층",1,B02,B0201,B02011100,2605467,32,20190607145024,126.9263870044,37.5622038164,,20191112140531,0,13,010-6234-2101,해밀3(더 해밀 게스트하우스3),03982,,
3308,인천광역시 옹진군 북도면 신도로 87,,2,B02,B0201,B02010700,555918,32,20080430090611,126.4360440697,37.5196445304,6.0,20190104100404,34015,9,032-751-1140,해밀의 아침 펜션,23115,,
3309,서울특별시 용산구 이태원로 179,,1,B02,B0201,B02010100,142767,32,20030807000000,126.9937510858,37.5347943191,6.0,20190621142435,37567,21,02-3786-6000,해밀톤 호텔,04350,http://tong.visitkorea.or.kr/cms/resource/57/2557757_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2557757_image2_1.jpg
3310,인천광역시 강화군 길상면 해안남로619번길 14,,2,B02,B0201,B02010700,695589,32,20090218154421,126.4962697003,37.5989419112,6.0,20190104095556,18455,1,032-937-8222,해밀펜션,23051,http://tong.visitkorea.or.kr/cms/resource/45/1888245_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/1888245_image3_1.jpg
3311,강원도 양양군 강현면 해맞이길 8-10,,32,B02,B0201,B02010900,622024,32,20080910095221,128.6296155524,38.1198457889,6.0,20190201162549,16856,7,033-672-2595<br />033-671-0087,해변모텔,25009,http://tong.visitkorea.or.kr/cms/resource/78/1816278_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1816278_image3_1.jpg
3312,충청남도 태안군 근흥면 연포2길 70-11,,34,B02,B0201,B02010700,1273948,32,20110509165441,126.2096979768,36.6943251378,6.0,20190930171609,14977,14,041-673-1280,해변앞펜션,32130,,
3313,제주특별자치도 서귀포시 표선면 민속해안로 537,,39,B02,B0201,B02010500,138184,32,20040615000000,126.8442465679,33.3230272364,6.0,20191010161512,31407,3,064-780-8000,해비치리조트,63629,http://tong.visitkorea.or.kr/cms/resource/95/1341195_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/1341195_image3_1.jpg
3314,전라남도 목포시 하당남부로61번길 20,(상동),38,B02,B0201,B02010900,2582942,32,20181226131504,126.4298036621,34.8019389801,,20190116161000,59,8,061-285-7656,해비치모텔,58688,,
3315,제주특별자치도 서귀포시 표선면 민속해안로 537,,39,B02,B0201,B02010100,551958,32,20080421162814,126.8442465679,33.3230272364,6.0,20181227164453,35268,3,064-780-8100,해비치호텔,63629,http://tong.visitkorea.or.kr/cms/resource/77/1378177_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/1378177_image3_1.jpg
3316,인천광역시 옹진군 영흥면 영흥서로 523,,2,B02,B0201,B02010700,2613374,32,20190726163928,126.4529353552,37.2748066106,,20191114093656,0,9,010-2994-4433,해송펜션,23117,,
3317,경상남도 통영시 산양읍 삼칭이해안길 226-1,,36,B02,B0201,B02010700,2580971,32,20181220143224,128.4389714341,34.8201297001,,20190118102600,25,17,010-2369-4422,해수욕장펜션,53085,,
3318,전라남도 목포시 통일대로 11-1,,38,B02,B0201,B02010900,136726,32,20030610000000,126.4262596292,34.7978727134,6.0,20181226174024,22896,8,061-282-9172,해양모텔,58693,http://tong.visitkorea.or.kr/cms/resource/83/1972283_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/1972283_image3_1.jpg
3319,경상남도 거제시 일운면 거제대로 1793,,36,B02,B0201,B02010700,138943,32,20061106000000,128.6671962074,34.8132345649,6.0,20190115180031,31065,1,010-9130-6414,해오름 펜션,53329,http://tong.visitkorea.or.kr/cms/resource/26/1981426_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/1981426_image3_1.jpg
3320,경상북도 울릉군 울릉읍 도동1길 35-10,,35,B02,B0201,B02010700,2570099,32,20181127093502,130.9064432767,37.4831429411,,20190903150328,0,17,054-791-7737,해오름관광펜션,40227,http://tong.visitkorea.or.kr/cms/resource/25/2568025_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2568025_image2_1.jpg
3321,인천광역시 옹진군 영흥면 영흥로643번길 95,,2,B02,B0201,B02010700,967206,32,20100305091124,126.4508496128,37.2682517798,6.0,20181210150927,27640,9,032-886-3381,해오름빌리지,23117,http://tong.visitkorea.or.kr/cms/resource/51/1946451_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/1946451_image3_1.jpg
3322,전라남도 장흥군 안양면 수문용곡로 257,,38,B02,B0201,B02010700,139890,32,20070808000000,127.0409954938,34.6383897231,6.0,20191024135541,31680,20,061-862-2288,해오름펜션,59339,http://tong.visitkorea.or.kr/cms/resource/44/220344_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/220344_image2_1.jpg
3323,경상남도 통영시 욕지면 욕지일주로 1574,,36,B02,B0201,B02010700,2581001,32,20181220145001,128.2719798465,34.6285064694,,20190118102618,32,17,"055-647-0525 , 010-2580-2589",해오름황토펜션,53100,,
3324,부산광역시 해운대구 구남로8번길 49,(우동),6,B02,B0201,B02010900,1834089,32,20130806093732,129.1569553443,35.1616212279,6.0,20190528095432,13868,16,051-741-5009,해운대 비지니스호텔 S [한국관광 품질인증/Korea Quality],48094,http://tong.visitkorea.or.kr/cms/resource/63/2556163_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2556163_image3_1.jpg
3325,부산광역시 해운대구 중동1로 17,(중동),6,B02,B0201,B02010900,2489924,32,20170413161049,129.1618770849,35.1635877656,6.0,20190318094509,3552,16,051-747-5171,해운대 펜트하우스[한국관광 품질인증/Korea Quality],48095,http://tong.visitkorea.or.kr/cms/resource/21/2489921_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/21/2489921_image2_1.JPG
3326,부산광역시 해운대구 해운대해변로 217,(우동),6,B02,B0201,B02010100,142987,32,20051201000000,129.1552194471,35.1593492278,6.0,20190923131049,41572,16,051-740-0114,해운대그랜드호텔,48093,http://tong.visitkorea.or.kr/cms/resource/15/1377915_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/1377915_image3_1.jpg
3327,부산광역시 해운대구 센텀3로 20,,6,B02,B0201,B02010100,1317893,32,20110627180622,129.1328128287,35.1678367513,6.0,20190122164057,43018,16,051-720-9000,해운대센텀호텔,48060,http://tong.visitkorea.or.kr/cms/resource/61/1347861_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/1347861_image3_1.jpg
3328,전라남도 목포시 수강로4번길 3,(영해동1가),38,B02,B0201,B02010900,2582953,32,20181226132050,126.3863078947,34.7857123164,,20190116161208,96,8,061-243-4110,해운모텔,58753,,
3329,경상남도 합천군 가야면 치인1길 13-45,,36,B02,B0201,B02010100,142880,32,20040430000000,128.0872652898,35.7889810050,6.0,20190109100033,35763,21,055-933-2000,해인사관광호텔,50200,,
3330,충청남도 태안군 안면읍 꽃지2길 17-7,,34,B02,B0201,B02010700,138752,32,20060111000000,126.3373278422,36.4919422871,6.0,20190718150252,25966,14,010-9140-3459,해조음펜션,32166,,
3331,경상남도 통영시 도산면 도산일주로 1510-11,,36,B02,B0201,B02010700,2581036,32,20181220150017,128.3445001348,34.8868927688,,20190118102642,47,17,055-643-5335,해지름펜션,53003,,
3332,강원도 영월군 무릉도원면 학산길 42,,32,B02,B0201,B02010700,398068,32,20080118184022,128.1856715824,37.3191911585,6.0,20190903170309,24281,8,033-374-0140,해질녘강물소리,26200,http://tong.visitkorea.or.kr/cms/resource/77/1815977_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/1815977_image3_1.jpg
3333,전라북도 군산시 소룡1길 59,(소룡동),37,B02,B0201,B02010800,2570620,32,20181128134616,126.6768302393,35.9735658104,,20190118140941,17,2,063-465-5121,해태장,54012,,
3334,경상남도 통영시 한산면 매물도대항길 11,,36,B02,B0201,B02010700,2581056,32,20181220151239,128.5712090710,34.6413103577,,20190118102659,61,17,010-2094-8521,해품길펜션,53097,,
3335,부산광역시 동래구 아시아드대로 234,"(온천동,온천동반도보라스카이뷰)",6,B02,B0201,B02011200,2531359,32,20180112105232,129.0686840790,35.2041314995,6.0,20190318093048,17,6,051-514-0940,해피맘 홈스테이[한국관광 품질인증/Korea Quality],47837,http://tong.visitkorea.or.kr/cms/resource/73/2530073_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2530073_image3_1.jpg
3336,강원도 정선군 여량면 노추산로 745,,32,B02,B0201,B02010700,732457,32,20090511135036,128.7303916593,37.5170481276,6.0,20190227151506,23920,11,033-563-8787,해피스테이션 기차펜션,26104,http://tong.visitkorea.or.kr/cms/resource/25/1825225_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/1825225_image3_1.jpg
3337,강원도 속초시 중앙로 192,,32,B02,B0201,B02010900,620968,32,20080908142906,128.5931383482,38.2075793169,6.0,20190306172824,21375,5,033-633-4406,해피하우스,24824,http://tong.visitkorea.or.kr/cms/resource/18/735318_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/735318_image3_1.jpg
3338,경상북도 봉화군 명호면 양지마을길 20,,35,B02,B0201,B02011600,2603773,32,20190529114000,128.8953270648,36.8629348076,,20190725154258,0,8,010-6278-2906,해헌고택(큰기와집 민박),36252,,
3339,경상남도 고성군 하이면 자란만로 767-19,,36,B02,B0201,B02011000,2580025,32,20181218164923,128.1608821113,34.9142170025,6.0,20190117141954,11,3,010-8541-1751,햇살가득민박,52963,,
3340,경기도 양평군 강상면 강남로 1544,,31,B02,B0201,B02010700,397867,32,20080118181349,127.4900559176,37.4398504340,6.0,20190926104404,17133,19,031-775-2932,햇살좋은날,12573,http://tong.visitkorea.or.kr/cms/resource/07/1958707_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/1958707_image3_1.jpg
3341,전라북도 완주군 용진면 봉서안길 181-21,(용진면),37,B02,B0201,B02011600,1884345,32,20140113172510,127.2096372390,35.9054716539,6.0,20190318102741,10146,8,010-3677-5339,행복드림한옥[한국관광 품질인증/Korea Quality],565-811,http://tong.visitkorea.or.kr/cms/resource/24/2576424_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/2576424_image3_1.jpg
3342,전라북도 군산시 구영7길 7,(월명동),37,B02,B0201,B02011100,2570623,32,20181128134903,126.7086271141,35.9844206702,,20190118141016,9,2,"063-445-3650, 010-9654-3579",행복을 꿈꾸는 게스트하우스,54022,,
3343,경상북도 영덕군 병곡면 병곡2길 33-12,,35,B02,B0201,B02010900,641835,32,20081025191732,129.4147359652,36.6022023431,6.0,20190102094100,22246,12,054-734-0076,행복펜션리조트,36404,,
3344,전라북도 전주시 완산구 문화광장로 25,(서노송동),37,B02,B0201,B02010900,2040259,32,20151110114459,127.1463033745,35.8230354898,6.0,20190318100452,4353,12,063-231-7373,행복한 추억[한국관광 품질인증/Korea Quality],55000,http://tong.visitkorea.or.kr/cms/resource/19/2579919_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/2579919_image3_1.jpg
3345,강원도 화천군 사내면 화악산로 938-14,,32,B02,B0201,B02010700,1266427,32,20110428131736,127.5324839971,38.0577404990,6.0,20190313112126,18412,17,010-3834-3476,향기나라 사랑이 펜션,24158,http://tong.visitkorea.or.kr/cms/resource/50/1849150_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/1849150_image3_1.jpg
3346,경상북도 경주시 강동면 양동마을길 121-83,(강동면),35,B02,B0201,B02011600,2000964,32,20150504135250,129.2529400659,35.9998898126,6.0,20190611141430,46085,2,010-6689-3575,향단[한국관광 품질인증/Korea Quality],38006,http://tong.visitkorea.or.kr/cms/resource/07/2579207_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2579207_image3_1.jpg
3347,경상남도 밀양시 산내면 산내야촌1길 7-8,,36,B02,B0201,B02011600,2594862,32,20190403163850,128.9072982709,35.6027476055,,20191209145855,4,7,010-4902-7216,향우당 [한국관광 품질인증/Korea Quality],50414,http://tong.visitkorea.or.kr/cms/resource/59/2631559_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2631559_image3_1.jpg
3348,충청남도 태안군 남면 진산1길 277-87,,34,B02,B0201,B02010700,708106,32,20090319161403,126.2739470382,36.7200093808,6.0,20190104100127,16064,14,010-5008-5562,향토길펜션,32151,http://tong.visitkorea.or.kr/cms/resource/27/711127_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/711127_image3_1.jpg
3349,인천광역시 중구 백년로9번길 8-1,(운서동),2,B02,B0201,B02011100,2621166,32,20190925095801,126.4883092373,37.5015336649,,20191111145451,0,10,010-6230-5242,허브 게스트 하우스(Hub Guest House),22363,,
3350,인천광역시 중구 백년로9번길 8-1,(운서동),2,B02,B0201,B02011100,2528127,32,20180103162855,126.4882731312,37.5014586728,6.0,20190916150914,62,10,010-6230-5242,허브게스트하우스 [한국관광 품질인증/Korea Quality],22363,http://tong.visitkorea.or.kr/cms/resource/71/2529071_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2529071_image3_1.jpg
3351,경기도 안성시 금광면 가협길 41,,31,B02,B0201,B02010900,138462,32,20050204000000,127.3525530815,36.9988544623,6.0,20190104100910,21992,16,031-674-0810,헐리우드모텔,17534,http://tong.visitkorea.or.kr/cms/resource/54/1786754_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/1786754_image3_1.jpg
3352,울산광역시 중구 구역전2길 13,(학산동),7,B02,B0201,B02010900,2570970,32,20181129105314,129.3273850377,35.5573994517,,20190124140401,17,1,052-242-1333,헤라모텔,44519,,
3353,충청남도 아산시 온천대로 1442,,34,B02,B0201,B02010100,143021,32,20030807000000,126.9982576844,36.7823369864,6.0,20190319103256,35115,9,041-542-3773,헤링턴 관광호텔,31506,http://tong.visitkorea.or.kr/cms/resource/03/1871603_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/1871603_image3_1.jpg
3354,서울특별시 마포구 와우산로29마길 15-7,(서교동),1,B02,B0201,B02011100,2612215,32,20190719162456,126.9268482681,37.5553074035,,20191112143157,0,13,010-7681-8861,헤이마 게스트하우스,04053,,
3355,서울특별시 강남구 도곡로93길 12,"(대치동,래미안 대치 하이스턴)206동 102호",1,B02,B0201,B02011100,2612183,32,20190719154717,127.0653760608,37.5015633545,,20191112132620,0,1,"010-6275-7730,010-6273-8625",헬레나 홈스테이,06189,http://tong.visitkorea.or.kr/cms/resource/69/2612169_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2612169_image2_1.jpg
