,addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,modifiedtime,readcount,sigungucode,tel,title,mlevel,zipcode
6608,강원도 화천군 간동면 파로호로 923-15,,32,A02,A0201,A02011000,2568705,12,20181121174303,http://tong.visitkorea.or.kr/cms/resource/21/2566421_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2566421_image3_1.jpg,127.7902938511,38.0558621983,20191024171710,44,17,,유촌리 파로호 느릅마을,6.0,24138
6609,전라남도 장흥군 유치면 휴양림길 154,,38,A01,A0101,A01010600,125421,12,20030407000000,http://tong.visitkorea.or.kr/cms/resource/01/1608001_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/1608001_image3_1.jpg,126.8323800964,34.7680494534,20190227175356,47088,20,061-863-6350~1,유치자연휴양림,6.0,59301
6610,부산광역시 동구 망양로580번길 2,(초량동),6,A02,A0205,A02050200,1945300,12,20140829100529,http://tong.visitkorea.or.kr/cms/resource/03/2366003_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2366003_image3_1.jpg,129.0338310231,35.1221122650,20191128153711,8851,5,,유치환 우체통 전망대,6.0,48805
6611,경상북도 안동시 와룡면 어은길 39,(와룡면),35,A02,A0201,A02010800,348783,12,20071224092719,,,128.7921739443,36.6192162617,20190312164707,18789,11,,유하사(안동),6.0,36611
6612,경상남도 의령군 부림면 여배로5길 2,(부림면),36,A02,A0201,A02010800,127428,12,20020509000000,,,128.3181443103,35.5049422890,20190412171736,25715,12,,유학사(의령),6.0,52107
6613,강원도 횡성군 서원면 경강로유현1길 50,,32,A02,A0202,A02020200,2380958,12,20160427142732,http://tong.visitkorea.or.kr/cms/resource/61/2380961_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/61/2380961_image2_1.JPG,127.8199678377,37.5307098785,20191115105702,2104,18,,유현문화관광지,6.0,25200
6614,경북 청도군 화양읍 유등1리,,35,A01,A0101,A01010500,1621347,12,20120503112801,http://tong.visitkorea.or.kr/cms/resource/89/1615089_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/1615089_image3_1.jpg,128.6929845041,35.6751021497,20191216165700,20223,20,054-370-6114,유호연화,6.0,714-901
6615,전라북도 완주군 상관면 죽림리,,37,A02,A0202,A02020300,2522013,12,20171213155939,http://tong.visitkorea.or.kr/cms/resource/70/2385070_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2385070_image2_1.jpg,127.2212987466,35.7449873323,20171213155939,657,8,완주 문화관광 063-290-2114,유황편백탕,,
6616,대전광역시 중구 운남로85번길 32-20,(무수동),3,A02,A0201,A02010700,1623810,12,20120507114118,http://tong.visitkorea.or.kr/cms/resource/54/1585754_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/1585754_image3_1.jpg,127.4083789899,36.2788325595,20190517132849,17659,5,,유회당사당,6.0,35072
6617,서울특별시 노원구 화랑로 574,(공릉동),1,A02,A0203,A02030400,126753,12,20040227000000,http://tong.visitkorea.or.kr/cms/resource/43/1985643_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/1985643_image3_1.jpg,127.0998333455,37.6234664798,20180702144933,27044,9,학교관광안내 02-2197-6125,육군사관학교,6.0,01805
6618,강원도 속초시 설악산로,(설악동),32,A01,A0101,A01010800,125674,12,20021216000000,http://tong.visitkorea.or.kr/cms/resource/43/1966643_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/1966643_image3_1.jpg,128.4661629115,38.1459895779,20191115154948,28348,5,033-636-7700,육담폭포,6.0,24903
6619,강원도 춘천시 영서로 2965,(사농동),32,A02,A0202,A02020600,125731,12,20031107000000,http://tong.visitkorea.or.kr/cms/resource/29/181729_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/181729_image3_1.jpg,127.7200932212,37.9191962453,20180220162005,36212,13,,육림랜드,6.0,24235
6620,전라북도 김제시 금산면 삼봉길 203-7,(금산면),37,A02,A0201,A02010700,1600641,12,20120412113055,,,127.0067015165,35.7313462825,20190218133633,15435,3,,육송사,6.0,54346
6621,강원도 고성군 해상리 1041,,32,A02,A0205,A02050100,2405579,12,20160826092836,,,128.4022834014,38.3883073213,20160913154349,503,2,033-680-3361,육송정 홍교,6.0,
6622,강원도 평창군 진부면 오대산로 374-8,,32,A02,A0201,A02010900,2406437,12,20160830132013,,,128.5925086732,37.7311846077,20160930170113,348,15,033-339-6633,육수관음상,6.0,25318
6623,대구광역시 달성군 하빈면 육신사길 64,,4,A02,A0201,A02010700,1059641,12,20100714105115,,,128.4166106288,35.9113509020,20190213163910,35482,3,,육신사,6.0,42900
6624,경기도 양주시 백석읍 기산로471번길 190,,31,A02,A0201,A02010800,776575,12,20090810164139,,,126.9438346751,37.7836589115,20190905161442,25244,18,,육지장사(경기),6.0,11518
6625,강원도 삼척시 새천년도로 16,"(정상동, 정라동주민센터) 부근",32,A01,A0101,A01010400,125598,12,20040224000000,http://tong.visitkorea.or.kr/cms/resource/37/1813537_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/1813537_image3_1.jpg,129.1844784185,37.4356552156,20191115100521,24629,4,,육향산,6.0,25925
6626,경기도 화성시 남양읍 남양리,,31,A02,A0201,A02010700,736717,12,20090520113145,http://tong.visitkorea.or.kr/cms/resource/34/734534_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/734534_image3_1.jpg,126.8263307417,37.2175059177,20191217143215,17519,31,,윤계선생순절비,6.0,18258
6627,경상남도 통영시 박효자길 1,(도천동),36,A02,A0203,A02030600,584861,12,20080709160447,,,128.4128287883,34.8383244211,20190917173657,28423,17,,윤이상 거리,6.0,53067
6628,경상남도 통영시 중앙로 27,(도천동),36,A02,A0202,A02020700,1001011,12,20100419101558,http://tong.visitkorea.or.kr/cms/resource/19/1002419_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/1002419_image3_1.jpg,128.4137175973,34.8384272034,20181210182509,33926,17,,윤이상 기념공원(도천테마파크),6.0,53067
6629,경상남도 통영시 중앙로 27,(도천동),36,A02,A0201,A02010500,994972,12,20100408143602,,,128.4137259294,34.8384327584,20190306153456,27803,17,,윤이상 생가,6.0,53067
6630,충청남도 보령시 남포면 창동1길 233-25,(남포면),34,A02,A0201,A02010800,348784,12,20071224093028,,,126.6284257247,36.3139149306,20190926105435,19519,5,,윤창암(보령),6.0,33494
6631,광주광역시 북구 무등로 1550,(금곡동),5,A01,A0101,A01011900,2614843,12,20190809143316,http://tong.visitkorea.or.kr/cms/resource/42/2614842_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/42/2614842_image2_1.bmp,126.9890013959,35.1441458348,20190809143316,0,4,,윤필봉 자연동굴 (무등산권 국가지질공원),6.0,61147
6632,강원도 춘천시 옛경춘로 830-24,(삼천동),32,A02,A0205,A02050400,2405920,12,20160829142755,,,127.7110843869,37.8701323423,20160930142556,564,13,033-245-5109,윤희순상,6.0,24428
6633,강원도 춘천시 옛경춘로 830-24,(삼천동) 춘천시립도서관 내,32,A02,A0205,A02050400,128785,12,20060214000000,http://tong.visitkorea.or.kr/cms/resource/39/182139_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/182139_image3_1.jpg,127.7110621665,37.8701601164,20191218153940,19706,13,,윤희순여사 동상,6.0,24428
6634,서울특별시 종로구 율곡로,(원남동) 일대,1,A02,A0201,A02010700,250134,12,20060731000000,http://tong.visitkorea.or.kr/cms/resource/49/1985649_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/1985649_image3_1.jpg,126.9944914897,37.5769838749,20190517092608,19310,23,,율곡로,6.0,03136
6635,경상남도 산청군 신등면 율곡사길 182,(신등면),36,A02,A0201,A02010800,126596,12,20040202000000,,,127.9663581877,35.4159849078,20181010112221,27284,9,,율곡사,6.0,52253
6636,전라남도 신안군 지도읍 누동길 30-40,,38,A01,A0101,A01011300,577894,12,20080620130748,http://tong.visitkorea.or.kr/cms/resource/51/1111551_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/1111551_image3_1.jpg,126.2282667428,34.9990412247,20180817144315,23346,12,,율도,6.0,58815
6637,경기도 성남시 분당구 문정로 145,(율동),31,A02,A0202,A02020700,128040,12,20070917000000,http://tong.visitkorea.or.kr/cms/resource/35/750335_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/750335_image3_1.jpg,127.1504495366,37.3803039510,20191211172142,101122,12,,율동공원,6.0,13576
6638,충청북도 증평군 증평읍 율리휴양로 287,(증평읍),33,A01,A0101,A01010600,1087135,12,20100906163715,http://tong.visitkorea.or.kr/cms/resource/33/1083033_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/1083033_image3_1.jpg,127.6366520617,36.7172642077,20181029161732,39325,12,,율리휴양촌,6.0,27912
6639,경기도 광주시 퇴촌면 태허정로 267-54,(퇴촌면),31,A01,A0101,A01010700,523284,12,20080320132015,http://tong.visitkorea.or.kr/cms/resource/27/608127_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/608127_image3_1.jpg,127.2703555584,37.4695235505,20181218173720,34019,5,031-798-3119,율봄식물원,6.0,12710
6640,전라남도 순천시 별량면 우산간동길 1-8,,38,A02,A0201,A02010700,1957459,12,20141017155338,,,127.4719654527,34.8831390236,20190215152531,2178,11,,율봉서원,6.0,58030
6641,전라북도 김제시 명덕1길 240-8,(명덕동),37,A02,A0201,A02010700,1957057,12,20141016134621,,,126.8382620959,35.7950361459,20190129135656,2020,3,,율산서원,6.0,54370
6642,경기도 화성시 팔탄면 온천로 434-14,(팔탄면),31,A02,A0202,A02020300,128003,12,20031208000000,,,126.8820719320,37.1521866872,20191224163928,53352,31,,율암온천숯가마 테마파크,6.0,18530
6643,전라남도 보성군 회천면 충의로 52,(회천면),38,A03,A0302,A03021700,2385552,12,20160527141603,,,127.0927817944,34.6717368536,20180720143735,2345,10,061-853-4488,율포오토캠핑리조트,6.0,59471
6644,전라남도 보성군 회천면 우암길 21,,38,A02,A0202,A02020300,2604923,12,20190603143215,,,127.0866350548,34.6740309373,20190620153113,0,10,,율포해수녹차센터,6.0,59471
6645,전라남도 보성군 회천면 우암길 24,(회천면),38,A01,A0101,A01011200,2022601,12,20150805102206,http://tong.visitkorea.or.kr/cms/resource/39/194039_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/194039_image3_1.jpg,127.0881211428,34.6696814499,20190806171652,5961,10,,율포해수욕장(솔밭해변),6.0,59471
6646,전라남도 보성군 회천면 우암길 8,(회천면),38,A02,A0202,A02020300,2385052,12,20160524164333,,,127.0874045329,34.6699314101,20170623111159,565,10,061-853-4243~4,율포해수풀장,6.0,59471
6647,경기도 연천군 전곡읍 은대리,,31,A01,A0101,A01010500,2616500,12,20190826143449,http://tong.visitkorea.or.kr/cms/resource/97/2616497_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/97/2616497_image2_1.bmp,127.0564445744,38.0461581003,20190826143546,0,21,,은대리 판상절리와 습곡구조 (한탄강 국가지질공원),6.0,11024
6648,충남 공주시 반포면 학봉리,,34,A01,A0101,A01010800,125832,12,20030918000000,http://tong.visitkorea.or.kr/cms/resource/04/490304_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/490304_image3_1.jpg,127.2100864015,36.3526122808,20181211171742,34716,1,042-825-3002∼3,은선폭포,6.0,314-924
6649,전라북도 진안군 마령면 마이산남로 406,,37,A02,A0201,A02010800,128971,12,20060519000000,http://tong.visitkorea.or.kr/cms/resource/52/1605752_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/1605752_image3_1.jpg,127.4144950983,35.7594668368,20191218103827,20417,14,,은수사,6.0,55450
6650,경기도 여주시 가남읍 금당5길 139,(가남읍),31,A02,A0203,A02030400,2021559,12,20150728175344,http://tong.visitkorea.or.kr/cms/resource/21/2017321_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2017321_image3_1.jpg,127.6204923232,37.2117819750,20190723153814,5340,20,,은아목장,6.0,12660
6651,경기도 용인시 처인구 양지면 은이로 182,,31,A02,A0201,A02010900,2612873,12,20190724163751,http://tong.visitkorea.or.kr/cms/resource/11/2619111_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/11/2619111_image2_1.bmp,127.2777815218,37.2159113866,20190917175422,0,23,,은이성지,6.0,17161
6652,전라북도 군산시 설림3길 49,(소룡동),37,A02,A0201,A02010800,129510,12,20070409000000,http://tong.visitkorea.or.kr/cms/resource/57/1603857_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/1603857_image3_1.jpg,126.6854822111,35.9748102603,20191213112303,22784,2,,은적사(군산),6.0,54015
6653,전라북도 김제시 금산면 구성3길 126-20,(금산면),37,A02,A0201,A02010800,1600657,12,20120412114117,,,127.0099593768,35.7384344218,20190218141639,15707,3,,은적사(김제),6.0,54346
6654,대구광역시 남구 앞산순환로 574-120,(봉덕동),4,A02,A0201,A02010800,348785,12,20071224093420,http://tong.visitkorea.or.kr/cms/resource/81/1018381_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/1018381_image3_1.jpg,128.5897144697,35.8235695788,20190927113333,27518,1,,은적사(대구),6.0,42502
6655,전라남도 여수시 돌산읍 돌산로 1168-58,,38,A02,A0201,A02010800,348787,12,20071224094008,,,127.7347963295,34.6197369564,20190926105111,19692,13,,은적사(여수),6.0,59777
6656,전라남도 해남군 마산면 은적사길 404,,38,A02,A0201,A02010800,348786,12,20071224093719,,,126.6014545617,34.5975508922,20190729171209,19864,23,,은적사(해남),6.0,59020
6657,충청남도 논산시 은진면 탑정로427번길 14-1,,34,A02,A0201,A02010700,1954698,12,20141008100131,,,127.1120972512,36.1709896671,20190510153031,1779,3,,은진향교,6.0,32997
6658,충청남도 논산시 은진면 탑정로427번길 14-1,(은진면),34,A02,A0201,A02010700,1626554,12,20120509153915,http://tong.visitkorea.or.kr/cms/resource/67/1598767_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/1598767_image3_1.jpg,127.1120972512,36.1709896671,20190510160405,16264,3,,은진향교 대성전,6.0,32997
6659,전라북도 완주군 동상면 대아리,,37,A01,A0101,A01010900,250457,12,20071030000000,,,127.3152839361,35.9896778005,20191203165602,29606,8,,은천계곡,6.0,55344
6660,전북 군산시 나운동,", 미룡동 일원 은파관광지 내",37,A02,A0205,A02050100,129382,12,20061114000000,http://tong.visitkorea.or.kr/cms/resource/93/1976093_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/1976093_image3_1.jpg,126.6927210603,35.9512630721,20191216142753,29374,2,,은파 물빛다리,5.0,573-350
6661,전라북도 군산시 은파순환길 9,(나운동),37,A02,A0205,A02050300,129383,12,20061114000000,http://tong.visitkorea.or.kr/cms/resource/17/2017317_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2017317_image3_1.jpg,126.6890962806,35.9553153253,20191216142602,26460,2,,은파호수공원 음악분수,6.0,54146
6662,전라북도 군산시 은파순환길 9,(나운동),37,A02,A0202,A02020100,126322,12,20031029000000,http://tong.visitkorea.or.kr/cms/resource/05/2017305_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2017305_image3_1.jpg,126.6928877083,35.9514325002,20180802160029,65273,2,,은파호수공원(은파국민관광지),6.0,54146
6663,충청남도 보령시 주교면 송학리,,34,A01,A0101,A01011100,2616051,12,20190819161326,,,126.5227170447,36.3719786795,20190819161326,0,5,,은포리해안도로,6.0,33410
6664,경상남도 김해시 신어산길 167,(삼방동),36,A02,A0201,A02010800,127127,12,20040128000000,http://tong.visitkorea.or.kr/cms/resource/53/750253_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/750253_image3_1.jpg,128.9130181738,35.2658911471,20181029144315,27949,4,,은하사(김해),6.0,50811
6665,경기도 용인시 처인구 모현읍 능곡로 160,,31,A02,A0203,A02030400,2551138,12,20180618140330,http://tong.visitkorea.or.kr/cms/resource/48/2551148_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/48/2551148_image2_1.bmp,127.1848700257,37.3310686082,20191111143349,673,23,,은하초코기사단,6.0,16888
6666,경상북도 영천시 청통면 청통로 951,(청통면),35,A02,A0201,A02010800,128155,12,20040531000000,http://tong.visitkorea.or.kr/cms/resource/22/702622_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/702622_image3_1.jpg,128.7897032565,35.9918431212,20191223171033,42076,15,,은해사(영천),6.0,38866
6667,경기도 성남시 중원구 은행로 72,(은행동),31,A01,A0101,A01010700,523741,12,20080320145811,http://tong.visitkorea.or.kr/cms/resource/72/1865972_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1865972_image3_1.jpg,127.1627853150,37.4505821356,20181218172925,30639,12,031-729-4319,은행식물원 (은행자연관찰원),6.0,13160
6668,부산광역시 사하구 낙동남로 1240,,6,A01,A0101,A01010500,127974,12,20031208000000,http://tong.visitkorea.or.kr/cms/resource/66/2487966_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/66/2487966_image2_1.JPG,128.9353792487,35.0937941809,20191219141119,41499,10,,을숙도 공원,6.0,49435
6669,인천광역시 중구 을왕로13번길 15,(을왕동),2,A01,A0101,A01011200,128767,12,20060126000000,http://tong.visitkorea.or.kr/cms/resource/24/1784824_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/1784824_image3_1.jpg,126.3729296657,37.4450909900,20190715153421,455288,10,,을왕리해수욕장,6.0,22383
6670,강원도 양구군 해안면,후리 621,32,A02,A0205,A02050200,125809,12,20030724000000,http://tong.visitkorea.or.kr/cms/resource/91/2496691_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2496691_image3_1.jpg,128.1263548555,38.3294394330,20191111144355,33624,6,,을지전망대,6.0,24562
6671,충청남도 아산시 음봉면 음봉로337번길 7-115,(음봉면),34,A02,A0203,A02030100,801430,12,20090910170037,http://tong.visitkorea.or.kr/cms/resource/35/2522635_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2522635_image2_1.jpg,127.0454848949,36.8504744167,20190904164246,18655,9,,음봉 꾀꼴성마을,6.0,31415
6672,충청북도 음성군 음성읍 설성공원길 28,(설성공원) 내,33,A02,A0201,A02010700,1627345,12,20120510140736,,,127.6910661154,36.9329431846,20191206131444,17086,6,,음성 경호정,6.0,27703
6673,충청북도 음성군 음성읍 설성공원길 28,,33,A02,A0201,A02010700,1115848,12,20101022153443,http://tong.visitkorea.or.kr/cms/resource/68/1079868_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/1079868_image3_1.jpg,127.6910022374,36.9327654263,20180910134630,3406,6,,음성 읍내리 삼층석탑,6.0,27703
6674,충청북도 음성군 원남면 하초로 74,,33,A02,A0203,A02030100,129340,12,20061108000000,http://tong.visitkorea.or.kr/cms/resource/20/2517720_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2517720_image2_1.jpg,127.6764264775,36.9076902678,20191216153852,22468,6,,음성 하당골녹색체험마을,6.0,27718
6675,충청북도 음성군 대소면 대풍산단로 78,,33,A02,A0203,A02030400,2548173,12,20180521100713,http://tong.visitkorea.or.kr/cms/resource/74/2548174_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2548174_image2_1.jpg,127.4649437156,36.9714846432,20190809170119,1366,6,,음성 흥미진진한 팩토리 투어센터,,27670
6676,충청북도 음성군,,33,B03,B0305,,125338,12,20040223000000,http://tong.visitkorea.or.kr/cms/resource/00/1079900_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/1079900_image3_1.jpg,127.6904631838,36.9402784406,20140425141809,19651,6,,음성군,7.0,369-701
6677,충청북도 음성군 감곡면 영산안길 47-13,,33,A02,A0201,A02010400,1114959,12,20101021141136,http://tong.visitkorea.or.kr/cms/resource/54/1075854_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/1075854_image3_1.jpg,127.5981339156,36.9921096814,20190604173619,24396,6,,음성김주태가옥,6.0,27612
6678,충청북도 음성군 생극면 오신로342번길 27,,33,A02,A0203,A02030100,1938278,12,20140730171202,,,127.6301411462,37.0273950874,20191128160628,3476,6,,음성동요마을,6.0,27617
6679,충청북도 음성군 생극면 일생로 500,(생극면),33,A02,A0202,A02020600,129275,12,20061017000000,http://tong.visitkorea.or.kr/cms/resource/67/565067_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/565067_image3_1.jpg,127.5754320289,37.0329240101,20191216172518,40692,6,,음성큰바위얼굴조각공원,6.0,27621
6680,충청북도 음성군 음성읍 중앙로 223,(음성읍),33,A02,A0201,A02010700,1116438,12,20101025160630,http://tong.visitkorea.or.kr/cms/resource/90/1079990_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/1079990_image3_1.jpg,127.6944766696,36.9417783410,20190423141806,1738,6,,음성향교,6.0,27697
6681,서울특별시 구로구 시흥대로 577-2,(구로동),1,A02,A0203,A02030600,2591826,12,20190313144126,http://tong.visitkorea.or.kr/cms/resource/25/2591825_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/25/2591825_image2_1.bmp,126.9024691447,37.4847346116,20190313144126,38,7,,음식문화특화거리(깔깔거리),6.0,08391
6682,경상남도 통영시 도남동,"650, 도남관광단지내",36,A02,A0205,A02050300,127944,12,20040107000000,,,128.4339105684,34.8275510023,20191226112328,26397,17,,음악분수 휴게광장,6.0,53079
6683,경기도 가평군 가평읍 석봉로 100,,31,A02,A0203,A02030400,2606169,12,20190612151754,http://tong.visitkorea.or.kr/cms/resource/56/2609056_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/56/2609056_image2_1.bmp,127.5129954137,37.8253449903,20190710160353,0,1,,음악역 1939,6.0,12416
6684,대구광역시 북구 칠곡중앙대로129길 169-3,(읍내동),4,A02,A0201,A02010700,2366245,12,20160203174241,http://tong.visitkorea.or.kr/cms/resource/88/2366088_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/2366088_image2_1.jpg,128.5434229817,35.9637417391,20190425171759,1875,5,,읍내동 마애불상,6.0,41400
6685,전라남도 완도군 청산면 읍리,,38,A02,A0201,A02010700,129543,12,20070507000000,http://tong.visitkorea.or.kr/cms/resource/20/214520_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/214520_image3_1.jpg,126.8695938679,34.1779883650,20190513174547,21779,18,,읍리지석묘와 하마비,6.0,59150
6686,강원 삼척시 가곡면 풍곡리,", 경북 봉화군, 울진군",32,A01,A0101,A01010400,127738,12,20040224000000,http://tong.visitkorea.or.kr/cms/resource/72/1434072_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1434072_image3_1.jpg,129.2001737646,37.0872205462,20190524095255,40842,4,,응봉산(강원),6.0,245-811
6687,서울특별시 성동구 금호동4가 1540,(일대),1,A01,A0101,A01010400,1874105,12,20131219151142,http://tong.visitkorea.or.kr/cms/resource/80/1796280_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/1796280_image3_1.jpg,127.0281781551,37.5471796096,20180723170902,12823,16,,응봉산(서울),6.0,04743
6688,경상북도 울진군 북면 덕구리,,35,A01,A0101,A01010400,129490,12,20070327000000,http://tong.visitkorea.or.kr/cms/resource/70/1434070_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/1434070_image3_1.jpg,129.2536362220,37.0690320034,20190524095509,24998,18,,응봉산(울진),6.0,36307
6689,경상남도 진주시 집현면 응석로 435,,36,A02,A0201,A02010800,348789,12,20071224094632,http://tong.visitkorea.or.kr/cms/resource/61/1951161_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/1951161_image2_1.jpg,128.0586698982,35.2967611018,20190926105024,19302,13,,응석사(진주),6.0,52637
6690,서울특별시 은평구 응암로 172,(응암동),1,A02,A0203,A02030600,713110,12,20090327155343,http://tong.visitkorea.or.kr/cms/resource/26/712726_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/712726_image3_1.jpg,126.9166871824,37.5872146236,20190911170950,25333,22,,응암동 감자국 거리,6.0,03478
6691,전라북도 임실군 오수면 오수3길 5,(오수면) 부근,37,A02,A0205,A02050200,128169,12,20040609000000,http://tong.visitkorea.or.kr/cms/resource/44/1035544_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/1035544_image3_1.jpg,127.3288751776,35.5371461152,20191223165455,17517,10,,의견비,6.0,55954
6692,경상남도 진주시 의곡길 72,(상봉동),36,A02,A0201,A02010800,348796,12,20071224094956,http://tong.visitkorea.or.kr/cms/resource/61/1951161_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/1951161_image2_1.jpg,128.0814036874,35.2040247229,20190926104805,20243,13,,의곡사(진주),6.0,52745
6693,경상남도 진주시 남강로 626,(본성동),36,A02,A0201,A02010700,126215,12,20040225000000,http://tong.visitkorea.or.kr/cms/resource/97/214197_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/214197_image3_1.jpg,128.0826900720,35.1893763934,20181030133913,27118,13,,의기사와 의암,6.0,52692
6694,경상남도 의령군 의령읍 수암로2길 1-4,(의령읍),36,A02,A0203,A02030100,2041032,12,20151112161920,,,128.2396842527,35.3085380100,20191119164308,3160,12,,의령 청미래체험휴양마을,6.0,52158
6695,경남 의령군,,36,B03,B0305,,125388,12,20020424000000,http://tong.visitkorea.or.kr/cms/resource/17/978617_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/978617_image3_1.jpg,128.2616486280,35.3221896449,20140710172016,34542,12,055-570-2114,의령군,7.0,636-800
6696,경상남도 의령군 의령읍 의병로15길 30,(의령읍),36,A02,A0201,A02010700,1955440,12,20141013095412,,,128.2576989819,35.3218979401,20190425152505,1945,12,,의령향교,6.0,52139
6697,경상남도 합천군 용주면,", 대병면",36,A01,A0101,A01010400,1914611,12,20140418094157,,,128.0708958359,35.5340123361,20191223134827,2319,21,055-930-3752,의룡산,6.0,50215
6698,경상남도 창원시 마산합포구 진북면 의림로 382,,36,A02,A0201,A02010700,250425,12,20071029000000,http://tong.visitkorea.or.kr/cms/resource/24/717924_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/717924_image3_1.jpg,128.4400406917,35.1384690604,20190213111509,18609,16,,의림사 삼층석탑,5.0,51785
6699,전라남도 곡성군 입면 송전종방길 222,(입면),38,A02,A0201,A02010700,250349,12,20071024000000,http://tong.visitkorea.or.kr/cms/resource/11/757511_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/757511_image3_1.jpg,127.1871878014,35.3182545503,20191111151914,16577,3,,의마총,6.0,57509
6700,강원도 원주시 지정면 지정로 626,,32,A02,A0201,A02010700,129290,12,20061031000000,http://tong.visitkorea.or.kr/cms/resource/05/195305_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/195305_image3_1.jpg,127.8204787920,37.3439176108,20190129101847,18225,9,,의민공사우,6.0,26359
6701,충청남도 금산군 남이면 심천길 8-9,,34,A02,A0201,A02010700,126875,12,20020513000000,http://tong.visitkorea.or.kr/cms/resource/86/198886_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/198886_image3_1.jpg,127.4761568291,36.0521929571,20190212165025,20367,2,,의병승장비,6.0,32752
6702,전라북도 장수군 번암면 지지로,,37,A02,A0201,A02010700,127359,12,20040223000000,,,127.5468309377,35.5353362339,20180928140646,20306,11,,의사전해산 추모비,6.0,55659
6703,경상북도 영주시 장수면 용주로342번길 11-22,,35,A02,A0201,A02010700,1959097,12,20141022151335,,,128.5443523352,36.7833317121,20190509173507,1611,14,,의산서원,6.0,36144
